EventName,RoundNumber,eventYear,Team,Compound,Driver,Stint,bestPreRaceTime,bestLapTimeIsFrom,meanAirTemp,meanTrackTemp,meanHumid,Rainfall,GridPosition,Position,raceStintsNums,TyreAge,lapNumberAtBeginingOfStint,StintLen,CircuitLength,designedLaps
Abu Dhabi Grand Prix,17,2020,Racing Point,SOFT,STR,1.0,96.046,Qualifying,23.56,28.910000000000004,51.65,0.0,8.0,10.0,1.0,4.0,1.0,10.0,5.554,55
Abu Dhabi Grand Prix,17,2020,Red Bull Racing,HARD,ALB,2.0,95.571,Qualifying,22.908888888888885,26.611111111111118,58.24888888888889,0.0,5.0,4.0,2.0,1.0,11.0,45.0,5.554,55
Abu Dhabi Grand Prix,17,2020,Red Bull Racing,HARD,VER,2.0,95.246,Qualifying,22.911111111111104,26.62888888888889,58.20444444444445,0.0,1.0,1.0,2.0,1.0,11.0,45.0,5.554,55
Abu Dhabi Grand Prix,17,2020,Red Bull Racing,MEDIUM,VER,1.0,95.246,Qualifying,23.56,28.93,51.620000000000005,0.0,1.0,1.0,1.0,4.0,1.0,10.0,5.554,55
Abu Dhabi Grand Prix,17,2020,Red Bull Racing,SOFT,ALB,1.0,95.571,Qualifying,23.56,28.910000000000004,51.65,0.0,5.0,4.0,1.0,4.0,1.0,10.0,5.554,55
Abu Dhabi Grand Prix,17,2020,Renault,HARD,OCO,2.0,96.359,Qualifying,22.89555555555555,26.58666666666667,58.30888888888888,0.0,10.0,9.0,2.0,1.0,11.0,45.0,5.554,55
Abu Dhabi Grand Prix,17,2020,Renault,HARD,RIC,1.0,96.406,Qualifying,23.26153846153845,27.546153846153846,54.90256410256411,0.0,11.0,7.0,1.0,1.0,1.0,39.0,5.554,55
Abu Dhabi Grand Prix,17,2020,Renault,MEDIUM,OCO,1.0,96.359,Qualifying,23.56,28.910000000000004,51.65,0.0,10.0,9.0,1.0,1.0,1.0,10.0,5.554,55
Abu Dhabi Grand Prix,17,2020,Renault,MEDIUM,RIC,2.0,96.406,Qualifying,22.45,25.737499999999997,62.31875,0.0,11.0,7.0,2.0,1.0,40.0,16.0,5.554,55
Abu Dhabi Grand Prix,17,2020,Williams,HARD,LAT,2.0,98.443,Qualifying,23.191666666666663,27.175,55.6,0.0,18.0,17.0,2.0,1.0,12.0,24.0,5.554,55
Abu Dhabi Grand Prix,17,2020,Williams,HARD,RUS,2.0,98.045,Qualifying,22.89999999999999,26.611363636363638,58.26818181818183,0.0,16.0,15.0,2.0,1.0,11.0,44.0,5.554,55
Abu Dhabi Grand Prix,17,2020,Williams,MEDIUM,LAT,1.0,98.443,Qualifying,23.536363636363635,28.79090909090909,51.72727272727273,0.0,18.0,17.0,1.0,1.0,1.0,11.0,5.554,55
Abu Dhabi Grand Prix,17,2020,Williams,MEDIUM,LAT,3.0,98.443,Qualifying,22.489473684210527,25.852631578947367,62.17894736842104,0.0,18.0,17.0,3.0,1.0,36.0,19.0,5.554,55
Abu Dhabi Grand Prix,17,2020,Williams,MEDIUM,RUS,1.0,98.045,Qualifying,23.549999999999997,28.880000000000003,51.73,0.0,16.0,15.0,1.0,1.0,1.0,10.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Ferrari,SUPERSOFT,VET,2.0,95.125,Qualifying,30.135,32.082499999999996,51.55,0.1,3.0,2.0,2.0,1.0,16.0,40.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Ferrari,ULTRASOFT,RAI,1.0,95.365,Qualifying,32.57142857142857,34.471428571428575,37.785714285714285,0.0,4.0,19.0,1.0,5.0,1.0,7.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Ferrari,ULTRASOFT,VET,1.0,95.125,Qualifying,32.806666666666665,34.413333333333334,37.16666666666667,0.0,3.0,2.0,1.0,4.0,1.0,15.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Haas F1 Team,HYPERSOFT,GRO,1.0,96.192,Qualifying,32.57142857142857,34.471428571428575,37.74285714285715,0.0,7.0,9.0,1.0,4.0,1.0,7.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Haas F1 Team,SUPERSOFT,GRO,2.0,96.192,Qualifying,30.621276595744686,32.44468085106383,49.08297872340426,0.06382978723404255,7.0,9.0,2.0,1.0,8.0,47.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Haas F1 Team,SUPERSOFT,MAG,1.0,97.309,Qualifying,31.83658536585366,33.44146341463414,43.01219512195122,0.07317073170731707,13.0,10.0,1.0,1.0,1.0,41.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Haas F1 Team,ULTRASOFT,MAG,2.0,97.309,Qualifying,27.892307692307693,30.415384615384617,62.01538461538461,0.0,13.0,10.0,2.0,1.0,42.0,13.0,5.554,55
Abu Dhabi Grand Prix,21,2018,McLaren,SUPERSOFT,ALO,2.0,97.743,Qualifying,28.940740740740736,31.25185185185185,57.08518518518519,0.07407407407407407,15.0,11.0,2.0,1.0,28.0,27.0,5.554,55
Abu Dhabi Grand Prix,21,2018,McLaren,SUPERSOFT,VAN,1.0,98.577,Qualifying,32.09142857142857,33.58285714285713,41.74,0.08571428571428572,18.0,14.0,1.0,1.0,1.0,35.0,5.554,55
Abu Dhabi Grand Prix,21,2018,McLaren,ULTRASOFT,ALO,1.0,97.743,Qualifying,32.7962962962963,34.15185185185185,38.33703703703704,0.037037037037037035,15.0,11.0,1.0,1.0,1.0,27.0,5.554,55
Abu Dhabi Grand Prix,21,2018,McLaren,ULTRASOFT,VAN,2.0,98.577,Qualifying,28.463157894736838,30.894736842105264,59.284210526315796,0.0,18.0,14.0,2.0,1.0,36.0,19.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Mercedes,SUPERSOFT,BOT,2.0,94.956,Qualifying,31.224999999999998,32.891666666666666,46.56666666666666,0.16666666666666666,2.0,5.0,2.0,1.0,17.0,24.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Mercedes,SUPERSOFT,HAM,2.0,94.794,Qualifying,30.633333333333336,32.458333333333336,49.020833333333336,0.08333333333333333,1.0,1.0,2.0,1.0,8.0,48.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Mercedes,ULTRASOFT,BOT,1.0,94.956,Qualifying,32.825,34.40625,37.1125,0.0,2.0,5.0,1.0,4.0,1.0,16.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Mercedes,ULTRASOFT,BOT,3.0,94.956,Qualifying,28.0,30.426666666666666,61.50666666666666,0.0,2.0,5.0,3.0,1.0,41.0,15.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Mercedes,ULTRASOFT,HAM,1.0,94.794,Qualifying,32.54285714285714,34.51428571428572,37.81428571428571,0.0,1.0,1.0,1.0,4.0,1.0,7.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Racing Point,HYPERSOFT,OCO,1.0,96.54,Qualifying,32.87222222222223,34.37777777777777,37.0,0.0,9.0,17.0,1.0,4.0,1.0,18.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Racing Point,SUPERSOFT,OCO,2.0,96.54,Qualifying,30.9037037037037,32.63333333333333,48.096296296296295,0.1111111111111111,9.0,17.0,2.0,1.0,19.0,27.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Racing Point,SUPERSOFT,PER,2.0,97.255,Qualifying,28.917241379310347,31.224137931034484,57.20344827586207,0.10344827586206896,14.0,8.0,2.0,1.0,27.0,29.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Racing Point,ULTRASOFT,PER,1.0,97.255,Qualifying,32.85769230769231,34.22692307692307,37.87692307692308,0.0,14.0,8.0,1.0,1.0,1.0,26.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Red Bull Racing,HYPERSOFT,RIC,2.0,95.401,Qualifying,27.4,28.3,65.2,0.0,5.0,4.0,2.0,34.0,49.0,1.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Red Bull Racing,HYPERSOFT,VER,1.0,95.589,Qualifying,32.85882352941177,34.4,37.023529411764706,0.0,6.0,3.0,1.0,4.0,1.0,17.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Red Bull Racing,SUPERSOFT,RIC,2.0,95.401,Qualifying,28.852380952380948,31.366666666666664,57.280952380952385,0.0,5.0,4.0,2.0,1.0,34.0,21.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Red Bull Racing,SUPERSOFT,VER,2.0,95.589,Qualifying,29.978947368421046,31.963157894736835,52.352631578947374,0.10526315789473684,6.0,3.0,2.0,1.0,18.0,38.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Red Bull Racing,ULTRASOFT,RIC,1.0,95.401,Qualifying,32.27272727272727,33.71818181818182,40.85454545454545,0.12121212121212122,5.0,4.0,1.0,5.0,1.0,33.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Renault,HYPERSOFT,HUL,1.0,96.542,Qualifying,32.3,34.1,38.7,0.0,10.0,20.0,1.0,4.0,0.0,1.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Renault,SUPERSOFT,SAI,2.0,96.982,Qualifying,28.32777777777778,30.811111111111114,59.93333333333333,0.0,11.0,6.0,2.0,1.0,38.0,18.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Renault,ULTRASOFT,SAI,1.0,96.982,Qualifying,31.978378378378387,33.524324324324326,42.29189189189189,0.08108108108108109,11.0,6.0,1.0,1.0,1.0,37.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Sauber,HYPERSOFT,LEC,1.0,96.237,Qualifying,32.55714285714286,34.51428571428572,37.785714285714285,0.0,8.0,7.0,1.0,4.0,1.0,7.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Sauber,SUPERSOFT,ERI,1.0,97.132,Qualifying,32.93333333333334,34.34166666666667,37.225,0.0,12.0,18.0,1.0,1.0,1.0,24.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Sauber,SUPERSOFT,LEC,2.0,96.237,Qualifying,30.51875,32.37708333333333,49.574999999999996,0.0625,8.0,7.0,2.0,1.0,8.0,48.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Toro Rosso,SUPERSOFT,GAS,1.0,98.166,Qualifying,32.62413793103449,33.96551724137932,39.248275862068965,0.10344827586206896,17.0,16.0,1.0,1.0,1.0,29.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Toro Rosso,SUPERSOFT,HAR,2.0,97.994,Qualifying,30.75192307692308,32.56923076923077,48.32692307692308,0.057692307692307696,16.0,12.0,2.0,3.0,3.0,52.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Toro Rosso,ULTRASOFT,GAS,2.0,98.166,Qualifying,30.05882352941176,32.21176470588235,51.41764705882353,0.0,17.0,16.0,2.0,1.0,30.0,17.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Toro Rosso,ULTRASOFT,HAR,1.0,97.994,Qualifying,32.3,34.1,38.7,0.0,16.0,12.0,1.0,,1.0,1.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Toro Rosso,ULTRASOFT,HAR,2.0,97.994,Qualifying,32.5,34.7,38.2,0.0,16.0,12.0,2.0,,2.0,1.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Williams,SUPERSOFT,SIR,1.0,98.635,Qualifying,32.08571428571429,33.58285714285714,41.81142857142857,0.08571428571428572,19.0,15.0,1.0,1.0,1.0,35.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Williams,SUPERSOFT,STR,1.0,98.682,Qualifying,31.872500000000002,33.467499999999994,42.83,0.075,20.0,13.0,1.0,1.0,1.0,40.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Williams,ULTRASOFT,SIR,2.0,98.635,Qualifying,28.41578947368421,30.89473684210527,59.43684210526317,0.0,19.0,15.0,2.0,1.0,36.0,19.0,5.554,55
Abu Dhabi Grand Prix,21,2018,Williams,ULTRASOFT,STR,2.0,98.682,Qualifying,27.82857142857143,30.285714285714285,62.32857142857143,0.0,20.0,13.0,2.0,1.0,41.0,14.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Alfa Romeo Racing,HARD,GIO,2.0,98.114,Qualifying,25.93333333333333,29.550000000000004,65.03888888888889,0.0,16.0,16.0,2.0,1.0,9.0,18.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Alfa Romeo Racing,HARD,RAI,2.0,98.383,Qualifying,25.38125,27.928125,68.55937499999999,0.0,17.0,13.0,2.0,1.0,23.0,32.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Alfa Romeo Racing,MEDIUM,GIO,3.0,98.114,Qualifying,25.325,27.821428571428577,68.99999999999999,0.0,16.0,16.0,3.0,1.0,27.0,28.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Alfa Romeo Racing,MEDIUM,RAI,1.0,98.383,Qualifying,26.154545454545453,30.031818181818185,63.449999999999996,0.0,17.0,13.0,1.0,1.0,1.0,22.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Alfa Romeo Racing,SOFT,GIO,1.0,98.114,Qualifying,26.412499999999998,30.4375,61.3125,0.0,16.0,16.0,1.0,1.0,1.0,8.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Ferrari,HARD,LEC,2.0,95.219,Qualifying,25.76923076923077,28.915384615384614,66.00384615384615,0.0,3.0,3.0,2.0,1.0,13.0,26.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Ferrari,HARD,VET,2.0,95.339,Qualifying,25.773076923076925,28.919230769230765,66.00769230769231,0.0,4.0,5.0,2.0,1.0,13.0,26.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Ferrari,MEDIUM,LEC,1.0,95.219,Qualifying,26.316666666666666,30.366666666666664,61.86666666666667,0.0,3.0,3.0,1.0,4.0,1.0,12.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Ferrari,MEDIUM,VET,3.0,95.339,Qualifying,25.135294117647057,27.55294117647059,70.5529411764706,0.0,4.0,5.0,3.0,1.0,39.0,17.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Ferrari,SOFT,LEC,3.0,95.219,Qualifying,25.158823529411762,27.564705882352943,70.45882352941176,0.0,3.0,3.0,3.0,1.0,39.0,17.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Ferrari,SOFT,VET,1.0,95.339,Qualifying,26.325000000000003,30.349999999999998,61.9,0.0,4.0,5.0,1.0,4.0,1.0,12.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Haas F1 Team,HARD,GRO,2.0,98.051,Qualifying,25.430555555555554,28.066666666666666,68.32499999999999,0.0,15.0,15.0,2.0,2.0,19.0,36.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Haas F1 Team,HARD,MAG,2.0,97.254,Qualifying,25.405882352941177,27.999999999999996,68.42647058823529,0.0,14.0,14.0,2.0,2.0,21.0,34.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Haas F1 Team,MEDIUM,GRO,1.0,98.051,Qualifying,26.22222222222222,30.183333333333337,62.849999999999994,0.0,15.0,15.0,1.0,1.0,1.0,18.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Haas F1 Team,MEDIUM,MAG,1.0,97.254,Qualifying,26.189999999999998,30.120000000000005,63.175,0.0,14.0,14.0,1.0,1.0,1.0,20.0,5.554,55
Abu Dhabi Grand Prix,21,2019,McLaren,HARD,NOR,2.0,96.436,Qualifying,25.569565217391304,28.536956521739132,67.38260869565218,0.0,6.0,8.0,2.0,1.0,9.0,46.0,5.554,55
Abu Dhabi Grand Prix,21,2019,McLaren,HARD,SAI,2.0,96.308,Qualifying,25.71379310344827,28.758620689655167,66.39655172413794,0.0,8.0,10.0,2.0,1.0,13.0,29.0,5.554,55
Abu Dhabi Grand Prix,21,2019,McLaren,MEDIUM,SAI,3.0,96.308,Qualifying,25.092307692307696,27.507692307692306,70.88461538461539,0.0,8.0,10.0,3.0,1.0,42.0,13.0,5.554,55
Abu Dhabi Grand Prix,21,2019,McLaren,SOFT,NOR,1.0,96.436,Qualifying,26.424999999999997,30.4375,61.287499999999994,0.0,6.0,8.0,1.0,4.0,1.0,8.0,5.554,55
Abu Dhabi Grand Prix,21,2019,McLaren,SOFT,SAI,1.0,96.308,Qualifying,26.316666666666666,30.316666666666663,61.883333333333326,0.0,8.0,10.0,1.0,4.0,1.0,12.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Mercedes,HARD,BOT,2.0,94.973,Qualifying,25.300000000000004,27.776923076923076,69.21923076923076,0.0,20.0,4.0,2.0,1.0,30.0,26.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Mercedes,HARD,HAM,2.0,94.779,Qualifying,25.344827586206897,27.858620689655176,68.82758620689656,0.0,1.0,1.0,2.0,1.0,27.0,29.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Mercedes,MEDIUM,BOT,1.0,94.973,Qualifying,26.058620689655175,29.727586206896554,64.04482758620689,0.0,20.0,4.0,1.0,4.0,1.0,29.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Mercedes,MEDIUM,HAM,1.0,94.779,Qualifying,26.103846153846156,29.89230769230769,63.82692307692308,0.0,1.0,1.0,1.0,4.0,1.0,26.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Racing Point,HARD,PER,2.0,96.961,Qualifying,25.164705882352937,27.599999999999998,70.40588235294115,0.0,10.0,7.0,2.0,1.0,38.0,17.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Racing Point,HARD,STR,2.0,97.103,Qualifying,26.02777777777778,29.88888888888889,64.4388888888889,0.0,12.0,20.0,2.0,1.0,6.0,18.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Racing Point,MEDIUM,PER,1.0,96.961,Qualifying,25.943243243243245,29.367567567567566,64.64324324324323,0.0,10.0,7.0,1.0,1.0,1.0,37.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Racing Point,MEDIUM,STR,1.0,97.103,Qualifying,26.439999999999998,30.380000000000003,60.88000000000001,0.0,12.0,20.0,1.0,1.0,1.0,5.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Racing Point,SOFT,STR,3.0,97.103,Qualifying,25.504545454545454,28.090909090909097,67.63181818181818,0.0,12.0,20.0,3.0,1.0,24.0,22.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Red Bull Racing,HARD,ALB,2.0,95.682,Qualifying,25.509523809523813,28.33333333333333,67.87857142857142,0.0,5.0,6.0,2.0,1.0,14.0,42.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Red Bull Racing,HARD,VER,2.0,95.139,Qualifying,25.360000000000003,27.863333333333337,68.71666666666667,0.0,2.0,2.0,2.0,1.0,26.0,30.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Red Bull Racing,MEDIUM,ALB,1.0,95.682,Qualifying,26.307692307692314,30.330769230769228,62.06153846153845,0.0,5.0,6.0,1.0,4.0,1.0,13.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Red Bull Racing,MEDIUM,VER,1.0,95.139,Qualifying,26.116,29.947999999999997,63.74800000000001,0.0,2.0,2.0,1.0,4.0,1.0,25.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Renault,HARD,RIC,2.0,96.456,Qualifying,25.712903225806446,28.748387096774188,66.44193548387096,0.0,7.0,11.0,2.0,1.0,12.0,31.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Renault,MEDIUM,HUL,2.0,96.71,Qualifying,25.43333333333333,28.111111111111107,68.29166666666666,0.0,9.0,12.0,2.0,1.0,19.0,36.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Renault,SOFT,HUL,1.0,96.71,Qualifying,26.233333333333334,30.188888888888894,62.82222222222222,0.0,9.0,12.0,1.0,4.0,1.0,18.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Renault,SOFT,RIC,1.0,96.456,Qualifying,26.336363636363636,30.34545454545454,61.69090909090908,0.0,7.0,11.0,1.0,4.0,1.0,11.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Renault,SOFT,RIC,3.0,96.456,Qualifying,25.075,27.483333333333334,70.96666666666667,0.0,7.0,11.0,3.0,4.0,43.0,12.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Toro Rosso,HARD,GAS,2.0,97.089,Qualifying,25.676923076923078,28.765384615384615,66.69230769230771,0.0,11.0,18.0,2.0,1.0,2.0,52.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Toro Rosso,HARD,KVY,1.0,97.141,Qualifying,25.9,29.26,64.94500000000001,0.0,13.0,9.0,1.0,1.0,1.0,40.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Toro Rosso,MEDIUM,GAS,1.0,97.089,Qualifying,26.4,30.5,59.9,0.0,11.0,18.0,1.0,1.0,1.0,1.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Toro Rosso,MEDIUM,KVY,2.0,97.141,Qualifying,25.107142857142858,27.535714285714285,70.77857142857142,0.0,13.0,9.0,2.0,1.0,41.0,14.0,5.554,55
Abu Dhabi Grand Prix,21,2019,Williams,HARD,KUB,1.0,99.236,Qualifying,26.11666666666667,29.9375,63.73749999999999,0.0,19.0,19.0,1.0,1.0,1.0,24.0,5.554,55
