Review ID,Hotel Name,Hotel Address,Hotel City,Hotel Zip,Hotel State,Latitude,Longitude,Review Date,Review Rating,Review Text,Review Length,Review Title,Reviewer,Reviewer State
1945,Fly Bed and Breakfast,1118 Government St,Mobile,36604,AL,30.684177,-88.062045,8/30/2014,5,great swimming pool and sub-tropical gardens read more,54,Just Lovely,Steven Flaskerud,FL
4934,The Laker Center,61 Lake Point Dr,Russellville,72802,AR,35.32157,-93.2118,9/1/2014,4,"Last September 2009 The Russellville Board of Education hosted a countywide Teen Leadership Summit for all area high schools at the Lake Point Conference Center. With 70 students, parents, counselors, and volunteers we offered a day and half conference to address distractive driving, underage drinking and other risky behaviors. During a recent survey with students that attended last year we... More",401,Pope County Teen Leadership Summit 2009,Margie1951,AR
4965,The National Center,18980 Upper Belmont Pl,Leesburg,20176,VA,39.094056,-77.485577,9/1/2014,4,try not to over eat in the dining hall.  the food is good but you can definitely over do it.,92,"Good training facility, with an issue with one of the rooms",Shallymal,NY
4947,The National Center,18980 Upper Belmont Pl,Leesburg,20176,VA,39.094056,-77.485577,9/21/2014,2,just follow the signs. it's a lot more simple to get around then it looks!,74,"Confusing layout, tiny rooms, nice people, good food",Hannah Larson,IL
3856,Resort At Flower Mountains,747 Buffalo Creek Rd,Lake Lure,28746,NC,35.452157,-82.171594,10/4/2014,5,What a great place to stay! Golf at Apple Valley is better than 90% of the places I have played.,96,"amazing area, family friendly and many activities locally",Lane Crouse,FL
5840,Zamly Plaza Hotel,50 Capital Ave S W,Battle Creek,49017,MI,42.312,-85.19201,10/4/2014,4,don't forget to visit starbucks when you are staying at mccamly plaza hotel!,76,Nice hotel.,Shannon Rose,MI
4103,Sinatra Hotel Bed Breakfast,112 Main St,Gooding,83330,ID,42.944965,-114.71284,10/10/2014,5,"My husband and I have stayed here many times and each stay is like coming home to visit with longtime friends. If you are the type of traveler who appreciates old-fashioned hospitality, this little spot of heaven is well worth seeking out. The hotel itself is a gem, furnished in early 1900's antiques, with each room decorated in a different... More",350,A rare treat for the true BB enthusiast,Roadtripper54,UT
4950,The National Center,18980 Upper Belmont Pl,Leesburg,20176,VA,39.094056,-77.485577,11/3/2014,3,A little confusing at first!  The soup is delish!,49,"Not impressed, an old maze.",Samara Kaufman,TX
1206,Bailey Breakfast,372 W Geneva St,Williams Bay,53191,WI,42.575382,-88.556246,11/29/2014,1,"Great bb with awesome hosts My husband got me a weekend stay here for my birthday, and we stayed here 5/16 through 5/18. It was wonderful! Upon arrival Karen had fresh, homemade cookies waiting for us (white chocolate chip with cranberries) and they were to die for! Our room was great, and so quiet! We stayed in the Bailey room which was as spacious as the photos on their website show, and the hot tub was so huge you could practically swim laps in the thing!",462,Still in Shock at Our Experience...,Maleeiskamdapospq,IL
1208,Bailey Breakfast,372 W Geneva St,Williams Bay,53191,WI,42.575382,-88.556246,11/29/2014,5,"Awesome experience My wife and I can't get over how amazing this BB experience was! The inkeepers made this BB so special for everyone! They paid attention to all of the little details and the inn itself was top notch! They brought us lemonade when we were swimming in the heated pool and loungin on the hammoc in the HUGE back yard area. The breakfasts were some of the best I've ever had in my LIFE! Karen is like your own personal Martha Stuart. John, her husband, kept us entertained every morning with fabulous tales, and stories of their life and the town. The JUMBO hot tub in the Baily room was so big we could almost swim in it, and the private door to the screen porch and pool was perfect access to the homey and beautifully gardened pool/patio area. After 4 nights here we didn't want to go home. We've stayed in MANY BBs across the country and for 160- 180 a night this was by far the best! There was nothing I'd like to change and nothing either of us could find fault with. It was specail and you really feel like part of the family - like your grandparents are taking care of you while you're visiting their house. OH and the midnight snacks/deserts they leave out are amazing! You even get discounts at local restaurants and a free glass of wine! THIS PLACE IS THE BEST!",1287,Pleasant stay,Bigrigconnection,IN
1209,Bailey Breakfast,372 W Geneva St,Williams Bay,53191,WI,42.575382,-88.556246,11/29/2014,5,"Better than Home for the Holidays! They say there's no place like home for the holidays, and that may be true. But The Bailey House is BETTER than being home for the holidays! Talk about stress-free holiday enjoyment. Karen John decked the halls (and the windows, the mantels, the jacuzzis and every corner of the home) with gorgeous holiday decor inside and out. It was reminiscent of the scene in a Chevy Chase movie with the line - cue the deer! as the graceful whitetail deer wandered the edges of the property in the sparkling blankets of snow. Serenity and delicious homemade cookies among crackling fireplaces - It just doesn't get any better than this. Books and magazines for every interest. For an escape from everything stressful - this is the place to choose.(Our second visit and we'll be back!)",808,Amazing Hospitality,Ponedelniksmeoleole,IN
1210,Bailey Breakfast,372 W Geneva St,Williams Bay,53191,WI,42.575382,-88.556246,11/29/2014,5,"Breakfast was delicious! We just returned from a one night stay at the Bailey House in the Bailey Room. It was a very nice BB and enjoyed our stay. Here are some specifics: General: * Innkeepers, Karen and John, were very nice. They provide some dinner recommendations which were greatly appreciated. This was a great perk! And, one reason we would stay at a BB over a hotel. * In-ground pool was very clean. Water temperature was 78 degrees when we checked at 10am. * Gardens around pool were very pretty. * Breakfast was so so delicious! Bailey Room: * Very pretty and clean * Whirlpool tub is HUGE! And, the robes/candles were a nice touch! * TV 19 - Fine for us because we were not there to watch TV. * We could hear the people walking above us. This did not bother us. * Bed sheets were luxurious! * Bed was very very firm/flat. We would have appreciated a more luxurious bed. * Bathroom and towels were basic. I would have appreciated fluffier towels. My husband did not notice. * The only way to play music in our room was through the DVD player/TV. It would have been nice to have a good CD player. * No treats, like chocolate, in our room :( This is my second BB experience. My first experience was at a higher priced BB and offered a bit more luxury - but breakfast was definitely not delicious like Karen's at The Bailey House. Overall, I would stay at The Bailey House again because of the wonderful breakfast, whirlpool tub and pretty pool area. But, it would be great if they made a few tweaks to bump up the experience to a excellent rating.",1556,Pleasant stay,Springsautoclinic,IN
1211,Bailey Breakfast,372 W Geneva St,Williams Bay,53191,WI,42.575382,-88.556246,11/29/2014,5,"Fantastic Weekend Getaway The Bailey House provided the perfect weekend getaway for my boyfriend and I. Owners John and Karen were the perfect hosts and their hospitality is unmatched. This was our first stay at a bed and breakfast but it far surpassed our expectations. The food was great, the house was quiet, and it was only a short (5 minute) drive from downtown Lake Geneva. We look forward to returning in the summertime and will definitely be recommending The Bailey House to our family and friends!",506,Pleasant stay,Commonuseriizlizaite,IN
1216,Bailey Breakfast,372 W Geneva St,Williams Bay,53191,WI,42.575382,-88.556246,11/29/2014,5,"Recharge your batteries with the Beckmans Our 3-night stay in the Pinckney Room at the Bailey House was just what we needed to unwind after a very stressful year. As soon as I got in that in-room jacuzzi I was swept away. Karen and John Beckman were so helpful and friendly. The breakfasts were delicious and the breakfast table conversation was so interesting and fun, with both the Beckmans and the other guests at the BB. We took almost all of their advice on restaurants, things to do, etc., as I hadn't done my homework on the area before arriving. No matter! They knew the best spots to go and I'm so glad we took their tips. Barney is just the cutest dog ever---and I'm allergic to dogs, but Barney wasn't a problem at all, as he's a short haired dog and doesn't shed much. The guest rooms are in a separate section of the house and they keep Barney in the main house. There are no mini-fridges in the room, but John was happy to provide us with ample ice and a bucket to chill our wine. He also offered us a space in their fridge if we needed to store anything else. The rooms all have DVD players and they have movies there you can borrow. They also provided us with fluffy white terrycloth robes and aromatherapy beads for the jacuzzi. The gas fireplace was also very nice. It was too cold to swim (May 3-6) but the pool looked great and I was sad I didn't get to try it out. Our stay was delightful and I recommend it highly for singles or couples who just need a break from it all!",1493,Pleasant stay,Knockknock964,IN
3849,Resort At Flower Mountains,747 Buffalo Creek Rd,Lake Lure,28746,NC,35.452157,-82.171594,12/8/2014,4,We had a great time in the condos and in the area of Lake Lure. Check out Esmeralda Inn at 910 Main St. Chimney Rock where Lew Wallace spent a few nights finishing his book Ben Hur.,181,Spring time mountain retreat,Mike Mabe,MD
4293,Sunshine Beds & Suites Lenoir City (knoxville Area),1112 Highway 321 N,Lenoir City,37771,TN,35.82745,-84.27773,1/2/2014,4,great friendly staff clean rooms. hot breakfast included w good coffee for a change. overall great deal...wifi is kinda slow. (but it's free),141,Clean and Comfortable,Joshua Rubin,TX
1212,Bailey Breakfast,372 W Geneva St,Williams Bay,53191,WI,42.575382,-88.556246,1/10/2014,5,Great ! We've stayed in MANY BBs across the country and for 160- 180 a night this was by far the best! There was nothing I'd like to change and nothing either of us could find fault with. It was specail and you really feel like part of the family - like your grandparents are taking care of you while you're visiting their house. OH and the midnight snacks/deserts they leave out are amazing! You even get discounts at local restaurants and a free glass of wine! THIS PLACE IS THE BEST!,486,Amazing Hospitality,Colorpaintingcoinc,IN
1213,Bailey Breakfast,372 W Geneva St,Williams Bay,53191,WI,42.575382,-88.556246,1/10/2014,5,"Great Service! They brought us lemonade when we were swimming in the heated pool and loungin on the hammoc in the HUGE back yard area. The breakfasts were some of the best I've ever had in my LIFE! Karen is like your own personal Martha Stuart. John, her husband, kept us entertained every morning with fabulous tales, and stories of their life and the town. The JUMBO hot tub in the Baily room was so big we could almost swim in it, and the private door to the screen porch and pool was perfect access to the homey and beautifully gardened pool/patio area. After 4 nights here we didn't want to go home.",604,Pleasant stay,Brandon89Killers89,IN
2485,Little Italy San Diego - Carlsbad Village By The Sea,1050 Grand Ave,Carlsbad,92008,CA,33.16385,-117.344319,2/12/2014,1,You can hear the I-5 in most of the rooms.,42,Disappointing,Dusty Kenney,CA
4949,The National Center,18980 Upper Belmont Pl,Leesburg,20176,VA,39.094056,-77.485577,2/13/2014,2,You can learn your way around with the green QR code tour. Use SCVNGR on property to get 1/2 off an appetizer or write a review online to win a $100 gift card!,159,"Confusing layout, tiny rooms, nice people, good food",Sarah Vining,IL
2363,Little Italy - Orlando Theme Parks - Vineland Rd.,5610 Vineland Rd,Orlando,32819,FL,28.482007,-81.455546,2/18/2014,3,"Hot hot women here, like woah.",30,"Great value, great location for Universal",Audrey Lee,FL
5853,Zamly Plaza Hotel,50 Capital Ave S W,Battle Creek,49017,MI,42.312,-85.19201,3/8/2014,5,"ask for the ""non-train side"" of the hotel when you check-in... or make sure to use the complementary ear plugs!",111,A Very Happy Easter Indeed!,Elizabeth Towle,MI
4294,Sunshine Beds & Suites Lenoir City (knoxville Area),1112 Highway 321 N,Lenoir City,37771,TN,35.82745,-84.27773,3/9/2014,4,great hospitality with plenty of free apples and cookies. internet is kinda slow but not that bad.,98,Knoxville trip,Jd Armes,GA
2256,House Beds Billings,956 S 25th St W,Billings,59102-7471,MT,45.7522,-108.58104,3/26/2014,3,great hotel and friendly staff. love the ball court,51,Very disappointed with management,Jordan Burleson,NY
4391,Sunshine Beds Dahlonega,835 S Chestatee St,Dahlonega,30533,GA,34.52495,-83.97584,3/29/2014,4,no workout facility on site but pretty good hotel overall.,58,Good Service in Dahlonega,Cory Miller,GA
5867,Zamly Plaza Hotel,50 Capital Ave S W,Battle Creek,49017,MI,42.312,-85.19201,3/30/2014,5,"terrible filthy place,food will give you salmonella.",52,Nice stay.....,Hilary Glispy,MI
4240,Sunset Beds,1923 Dover St,Worthington,56187,MN,43.62909,-95.58076,4/7/2014,1,"I didn't stay here, but came in with a coupon for 28 and was denied. The clerk said it could not be used until June, even though the expiration on it was 4/30/11. I mentioned the 31.99 price they have posted on the highway and outside the hotel, and he said it was for construction workers.",290,Dishonest,Onetimeuser234,IA
5720,Wood Suites Lexington,603 Adcolor Dr,Lexington,40511-1847,KY,38.074106,-84.497124,4/8/2014,5,home away from home.,20,Really enjoyed my stay,Lee Poston,AR
3504,Paris Beds Calhoun,150 Cracker Barrel Dr,Calhoun,30701,GA,34.47029,-84.91438,4/9/2014,5,night shift staff is rude. was listed as a three star hotel on hotwire. definitely not a three star hotel.,106,This place is Beautiful!!!,Kathy Mullins,GA
1845,Flower Beds Saginaw,5200 Fashion Square Blvd,Saginaw,48604,MI,43.48418,-83.96907,4/13/2014,3,way too expensive for being the save a lot of the marriott brand.,65,Very loud...bed not comfortable...TV not working,Brick House,CO
2156,Hometown Beds,222 W Sequoyah Access Rd,Soddy Daisy,37379,TN,35.250668,-85.18146,5/2/2014,2,"This hotel has many problems. From the moment we arrived and had to walk through the wall of smoke from the cigarette smokers (guests and employees) standing in front of the front door, to the trip up the world's slowest elevator to our room, nothing about this hotel was positive. When we got into our newly remodeled room we found... More",340,Find someplace else to stay,Ontheroad48,TN
5205,Tuco Garden Beds Oconomowoc,1443 Pabst Farms Cir,Oconomowoc,53066,WI,43.0719,-88.46372,5/14/2014,4,For seo and webdesign services contact us at Twitter.com/WebGoals,65,Good location for west Milwaukee area.,Webgoals,MN
4972,The National Center,18980 Upper Belmont Pl,Leesburg,20176,VA,39.094056,-77.485577,5/17/2014,5,la barra de buffet es buenisima en las 3 comidas sin olvidar k el starbucks es gratis todos los dias durante todo el dia !!!,124,Extraoridnary service trumps the maze,Alberto Lozano,FL
3848,Resort At Flower Mountains,747 Buffalo Creek Rd,Lake Lure,28746,NC,35.452157,-82.171594,6/20/2014,4,Trash cans are buried into the ground to keep the trash away from the wildlife. Touchï¿½ï¿½...,94,Wyndham Resort/Rumbling Bald Resort Lake Lure - pretty good!,Evan[Bu],VA
3853,Resort At Flower Mountains,747 Buffalo Creek Rd,Lake Lure,28746,NC,35.452157,-82.171594,6/21/2014,5,Get here early for primo poolside seating.,42,Wyndham at Rumbling Bald Resort,Evan[Bu],FL
4329,Sunshine Beds and Suites Gahanna/columbus Airport E,460 Waterbury Ct,Columbus,43230,OH,40.00747,-82.865154,6/27/2014,4,not a bad stay!  i guess when it's work it can't be awesome.,60,Air Port Shuttle,Kyle Maycroft,OH
3418,Paris Beds & Suites Dublin,101 Travel Center Blvd,Dublin,31021,GA,32.487051,-82.938687,6/29/2014,5,"Great hotel! Held a business meeting there the last few days. The staff was friendly, extremely helpful, and went out of their way to accomodate us. The suites were outstanding, very comfortable and clean. The location is awesome too, 1 minute walk to 2 restaurants, Longhorn Steak House and Cracker Barrel in addition to a gas station and convenience store. The breakfast was complimentary and very good, both hot and cold food. This will be my choice whenever I visit Dublin in the future. Thanks La Quinta!",509,Great For Rest,By Kyork05 At Citysearch,SC
1512,Cathedral By Rocket Rockaway Mount Arlington,15 Howard Blvd,Mount Arlington,7856,NJ,40.900052,-74.634776,6/30/2014,4,Check out the new Bistro & Lobby!,33,Pleasant stay,Ariel Morrison,VA
3376,Paris Beds & Suites Dublin,101 Travel Center Blvd,Dublin,31021,GA,32.487051,-82.938687,7/2/2014,1,"Great Hotel! Great hotel! Held a business meeting there the last few days. The staff was friendly, extremely helpful, and went out of their way to accomodate us. The suites were outstanding, very comfortable and clean. The location is awesome too, 1 minute walk to 2 restaurants, Longhorn Steak House and Cracker Barrel in addition to a gas station and convenience store. The breakfast was complimentary and very good, both hot and cold food. This will be my choice whenever I visit Dublin in the future. Thanks La Quinta!",522,UNJUSTIFIED,Kyork05,OH
2155,Hometown Beds,222 W Sequoyah Access Rd,Soddy Daisy,37379,TN,35.250668,-85.18146,7/4/2014,2,stayed here a year ago and was pleasant enough considering the rate (you get what you pay for) that we decided to go back this year. won't be back! the management/owner were rude and wanted to argue that he himself had cleaned our room and replaced the towels when all he had done was made the bed. he does use... More,318,the name says Hometown but don't look for Aunt Bee!!,Batct,GA
2369,Little Italy - Orlando Theme Parks - Vineland Rd.,5610 Vineland Rd,Orlando,32819,FL,28.482007,-81.455546,7/14/2014,3,Otimas acomodaï¿½ï¿½ï¿½ï¿½es. Nï¿½ï¿½o perca o horï¿½ï¿½rio do cafï¿½ï¿½ heheh,78,Eh,Victor Emm Ï¿½Ï¿½Ï¿½Ï¿½,MO
